split	sample_id	scene_id	sentinel_request_id	sentinel_request_root	sentinel_date	planet_bounds
train	000000	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	687228.00000000,3729240.00000000,687996.00000000,3730008.00000000
train	000016	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	687996.00000000,3729240.00000000,688764.00000000,3730008.00000000
train	000032	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	688764.00000000,3729240.00000000,689532.00000000,3730008.00000000
train	000048	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	689532.00000000,3729240.00000000,690300.00000000,3730008.00000000
train	000064	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	686460.00000000,3728472.00000000,687228.00000000,3729240.00000000
train	000080	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	687228.00000000,3728472.00000000,687996.00000000,3729240.00000000
train	000096	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	687996.00000000,3728472.00000000,688764.00000000,3729240.00000000
train	000112	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	688764.00000000,3728472.00000000,689532.00000000,3729240.00000000
train	000128	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	689532.00000000,3728472.00000000,690300.00000000,3729240.00000000
train	000144	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	690300.00000000,3728472.00000000,691068.00000000,3729240.00000000
train	000160	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	684156.00000000,3727704.00000000,684924.00000000,3728472.00000000
train	000176	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	685692.00000000,3727704.00000000,686460.00000000,3728472.00000000
train	000192	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	687228.00000000,3727704.00000000,687996.00000000,3728472.00000000
train	000208	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	688764.00000000,3727704.00000000,689532.00000000,3728472.00000000
train	000224	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	689532.00000000,3727704.00000000,690300.00000000,3728472.00000000
train	000240	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	690300.00000000,3727704.00000000,691068.00000000,3728472.00000000
train	000256	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	697212.00000000,3727704.00000000,697980.00000000,3728472.00000000
train	000272	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	686460.00000000,3726936.00000000,687228.00000000,3727704.00000000
train	000288	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	687228.00000000,3726936.00000000,687996.00000000,3727704.00000000
train	000304	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	688764.00000000,3726936.00000000,689532.00000000,3727704.00000000
train	000320	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	689532.00000000,3726936.00000000,690300.00000000,3727704.00000000
train	000336	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	690300.00000000,3726936.00000000,691068.00000000,3727704.00000000
train	000352	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	693372.00000000,3726936.00000000,694140.00000000,3727704.00000000
train	000368	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	694908.00000000,3726936.00000000,695676.00000000,3727704.00000000
train	000384	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	695676.00000000,3726936.00000000,696444.00000000,3727704.00000000
train	000400	lower__20200511_160012_98_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0006	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0006	2020-05-10	696444.00000000,3726936.00000000,697212.00000000,3727704.00000000
