split	sample_id	scene_id	sentinel_request_id	sentinel_request_root	sentinel_date	planet_bounds
train	000001	lower__20200316_155444_45_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0001	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0001	2020-03-16	755964.00000000,3664728.00000000,756732.00000000,3665496.00000000
train	000017	lower__20200316_155444_45_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0001	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0001	2020-03-16	745212.00000000,3660120.00000000,745980.00000000,3660888.00000000
train	000033	lower__20200316_155444_45_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0001	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0001	2020-03-16	745980.00000000,3660120.00000000,746748.00000000,3660888.00000000
train	000049	lower__20200316_155444_45_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0001	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0001	2020-03-16	745212.00000000,3659352.00000000,745980.00000000,3660120.00000000
train	000065	lower__20200316_155444_45_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0001	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0001	2020-03-16	745980.00000000,3659352.00000000,746748.00000000,3660120.00000000
train	000081	lower__20200326_160344_55_2278_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0004	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0004	2020-03-29	587913.00000000,3845076.00000000,588681.00000000,3845844.00000000
train	000097	lower__20200326_160344_55_2278_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0004	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0004	2020-03-29	587913.00000000,3844308.00000000,588681.00000000,3845076.00000000
train	000113	lower__20200326_160344_55_2278_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0004	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0004	2020-03-29	588681.00000000,3844308.00000000,589449.00000000,3845076.00000000
train	000129	lower__20200326_160344_55_2278_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0004	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0004	2020-03-29	591753.00000000,3844308.00000000,592521.00000000,3845076.00000000
train	000145	lower__20200326_160344_55_2278_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0004	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0004	2020-03-29	593289.00000000,3844308.00000000,594057.00000000,3845076.00000000
