split	sample_id	scene_id	sentinel_request_id	sentinel_request_root	sentinel_date	planet_bounds
train	000004	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	616509.00000000,3789408.00000000,617277.00000000,3790176.00000000
train	000020	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	624189.00000000,3789408.00000000,624957.00000000,3790176.00000000
train	000036	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	639549.00000000,3789408.00000000,640317.00000000,3790176.00000000
train	000052	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	647229.00000000,3789408.00000000,647997.00000000,3790176.00000000
train	000068	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	618045.00000000,3788640.00000000,618813.00000000,3789408.00000000
train	000084	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	618813.00000000,3788640.00000000,619581.00000000,3789408.00000000
train	000100	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	619581.00000000,3788640.00000000,620349.00000000,3789408.00000000
train	000116	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	624957.00000000,3788640.00000000,625725.00000000,3789408.00000000
train	000132	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	625725.00000000,3788640.00000000,626493.00000000,3789408.00000000
train	000148	lower__20200326_160109_48_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	636477.00000000,3788640.00000000,637245.00000000,3789408.00000000
