split	sample_id	scene_id	sentinel_request_id	sentinel_request_root	sentinel_date	planet_bounds
train	000002	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	637644.00000000,3824631.00000000,638412.00000000,3825399.00000000
train	000018	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	626124.00000000,3823863.00000000,626892.00000000,3824631.00000000
train	000034	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	635340.00000000,3823863.00000000,636108.00000000,3824631.00000000
train	000050	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	642252.00000000,3823863.00000000,643020.00000000,3824631.00000000
train	000066	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	646092.00000000,3823863.00000000,646860.00000000,3824631.00000000
train	000082	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	626892.00000000,3823095.00000000,627660.00000000,3823863.00000000
train	000098	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	645324.00000000,3823095.00000000,646092.00000000,3823863.00000000
train	000114	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	646092.00000000,3823095.00000000,646860.00000000,3823863.00000000
train	000130	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	627660.00000000,3822327.00000000,628428.00000000,3823095.00000000
train	000146	lower__20200326_160105_88_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0003	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0003	2020-03-26	646092.00000000,3822327.00000000,646860.00000000,3823095.00000000
