split	sample_id	scene_id	sentinel_request_id	sentinel_request_root	sentinel_date	planet_bounds
train	000010	lower__20200326_160120_30_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	630417.00000000,3714540.00000000,631185.00000000,3715308.00000000
train	000026	lower__20200326_160120_30_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	631185.00000000,3713772.00000000,631953.00000000,3714540.00000000
train	000042	lower__20200511_155959_82_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	694194.00000000,3823452.00000000,694962.00000000,3824220.00000000
train	000058	lower__20200511_155959_82_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	693426.00000000,3821916.00000000,694194.00000000,3822684.00000000
train	000074	lower__20200511_155959_82_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	692658.00000000,3821148.00000000,693426.00000000,3821916.00000000
train	000090	lower__20200511_155959_82_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	706482.00000000,3821148.00000000,707250.00000000,3821916.00000000
train	000106	lower__20200511_155959_82_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	694194.00000000,3818844.00000000,694962.00000000,3819612.00000000
train	000122	lower__20200511_155959_82_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	700338.00000000,3818844.00000000,701106.00000000,3819612.00000000
train	000138	lower__20200511_155959_82_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	708786.00000000,3817308.00000000,709554.00000000,3818076.00000000
train	000154	lower__20200511_155959_82_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	693426.00000000,3811932.00000000,694194.00000000,3812700.00000000
