split	sample_id	scene_id	sentinel_request_id	sentinel_request_root	sentinel_date	planet_bounds
train	000007	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	625779.00000000,3759207.00000000,626547.00000000,3759975.00000000
train	000023	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	615027.00000000,3757671.00000000,615795.00000000,3758439.00000000
train	000039	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	621939.00000000,3757671.00000000,622707.00000000,3758439.00000000
train	000055	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	632691.00000000,3752295.00000000,633459.00000000,3753063.00000000
train	000071	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	630387.00000000,3749991.00000000,631155.00000000,3750759.00000000
train	000087	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	631155.00000000,3749223.00000000,631923.00000000,3749991.00000000
train	000103	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	632691.00000000,3749223.00000000,633459.00000000,3749991.00000000
train	000119	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	631923.00000000,3747687.00000000,632691.00000000,3748455.00000000
train	000135	lower__20200326_160114_89_2277_3B_AnalyticMS_SR_8b_clip	pm5__20200311_20200331__0002	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200311_20200331__0002	2020-03-26	640371.00000000,3746919.00000000,641139.00000000,3747687.00000000
train	000151	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	588042.00000000,3844485.00000000,588810.00000000,3845253.00000000
train	000167	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	588810.00000000,3844485.00000000,589578.00000000,3845253.00000000
train	000183	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	589578.00000000,3843717.00000000,590346.00000000,3844485.00000000
train	000199	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	588810.00000000,3842949.00000000,589578.00000000,3843717.00000000
train	000215	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	589578.00000000,3842949.00000000,590346.00000000,3843717.00000000
train	000231	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	591114.00000000,3842949.00000000,591882.00000000,3843717.00000000
train	000247	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	593418.00000000,3841413.00000000,594186.00000000,3842181.00000000
train	000263	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	596490.00000000,3841413.00000000,597258.00000000,3842181.00000000
train	000279	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	583434.00000000,3839109.00000000,584202.00000000,3839877.00000000
train	000295	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	591114.00000000,3839109.00000000,591882.00000000,3839877.00000000
train	000311	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	583434.00000000,3838341.00000000,584202.00000000,3839109.00000000
train	000327	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	589578.00000000,3838341.00000000,590346.00000000,3839109.00000000
train	000343	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	590346.00000000,3838341.00000000,591114.00000000,3839109.00000000
train	000359	lower__20200518_160559_05_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0009	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0009	2020-05-18	593418.00000000,3838341.00000000,594186.00000000,3839109.00000000
