split	sample_id	scene_id	sentinel_request_id	sentinel_request_root	sentinel_date	planet_bounds
train	000009	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	704820.00000000,3828747.00000000,705588.00000000,3829515.00000000
train	000025	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	693300.00000000,3824139.00000000,694068.00000000,3824907.00000000
train	000041	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	694068.00000000,3824139.00000000,694836.00000000,3824907.00000000
train	000057	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	694068.00000000,3823371.00000000,694836.00000000,3824139.00000000
train	000073	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	700212.00000000,3823371.00000000,700980.00000000,3824139.00000000
train	000089	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	702516.00000000,3823371.00000000,703284.00000000,3824139.00000000
train	000105	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	705588.00000000,3823371.00000000,706356.00000000,3824139.00000000
train	000121	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	693300.00000000,3822603.00000000,694068.00000000,3823371.00000000
train	000137	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	707892.00000000,3822603.00000000,708660.00000000,3823371.00000000
train	000153	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	707892.00000000,3821835.00000000,708660.00000000,3822603.00000000
train	000169	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	713268.00000000,3821835.00000000,714036.00000000,3822603.00000000
train	000185	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	713268.00000000,3820299.00000000,714036.00000000,3821067.00000000
train	000201	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	715572.00000000,3820299.00000000,716340.00000000,3821067.00000000
train	000217	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	715572.00000000,3819531.00000000,716340.00000000,3820299.00000000
train	000233	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	700212.00000000,3818763.00000000,700980.00000000,3819531.00000000
train	000249	lower__20200511_155957_63_2263_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0007	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0007	2020-05-10	708660.00000000,3817227.00000000,709428.00000000,3817995.00000000
train	000265	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587112.00000000,3811977.00000000,587880.00000000,3812745.00000000
train	000281	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587112.00000000,3811209.00000000,587880.00000000,3811977.00000000
train	000297	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587880.00000000,3811209.00000000,588648.00000000,3811977.00000000
train	000313	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587112.00000000,3810441.00000000,587880.00000000,3811209.00000000
train	000329	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587880.00000000,3810441.00000000,588648.00000000,3811209.00000000
train	000345	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	597096.00000000,3810441.00000000,597864.00000000,3811209.00000000
train	000361	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	586344.00000000,3809673.00000000,587112.00000000,3810441.00000000
train	000377	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587112.00000000,3809673.00000000,587880.00000000,3810441.00000000
train	000393	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587880.00000000,3809673.00000000,588648.00000000,3810441.00000000
train	000409	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	590952.00000000,3809673.00000000,591720.00000000,3810441.00000000
train	000425	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	603240.00000000,3809673.00000000,604008.00000000,3810441.00000000
train	000441	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587112.00000000,3808905.00000000,587880.00000000,3809673.00000000
train	000457	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587880.00000000,3808905.00000000,588648.00000000,3809673.00000000
train	000473	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	584808.00000000,3808137.00000000,585576.00000000,3808905.00000000
train	000489	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	586344.00000000,3808137.00000000,587112.00000000,3808905.00000000
train	000505	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587112.00000000,3808137.00000000,587880.00000000,3808905.00000000
train	000521	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	587880.00000000,3808137.00000000,588648.00000000,3808905.00000000
train	000537	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	588648.00000000,3807369.00000000,589416.00000000,3808137.00000000
train	000553	lower__20200518_160603_46_2304_3B_AnalyticMS_SR_8b_clip	pm5__20200506_20200523__0008	/scrfs/storage/yikebe/home/research/AR_Crop_Identification/make_dataset/raw_sentinel/pm5/pm5__20200506_20200523__0008	2020-05-18	589416.00000000,3807369.00000000,590184.00000000,3808137.00000000
